timestamp,temperatura_predicha,minutos_desde_inicio,horas_desde_inicio
2025-10-21 21:28:03,26.598345804690307,1,0.016666666666666666
2025-10-21 21:29:03,25.184568211227237,2,0.03333333333333333
2025-10-21 21:30:03,25.059916098386392,3,0.05
2025-10-21 21:31:03,24.31343412113152,4,0.06666666666666667
2025-10-21 21:32:03,23.976984411956426,5,0.08333333333333333
2025-10-21 21:33:03,23.577990143214173,6,0.1
2025-10-21 21:34:03,23.280177535065896,7,0.11666666666666667
2025-10-21 21:35:03,23.035542916538883,8,0.13333333333333333
2025-10-21 21:36:03,22.837490159776237,9,0.15
2025-10-21 21:37:03,22.698966687544868,10,0.16666666666666666
2025-10-21 21:38:03,22.600451175675634,11,0.18333333333333332
2025-10-21 21:39:03,22.55181080226282,12,0.2
2025-10-21 21:40:03,22.539749189201107,13,0.21666666666666667
2025-10-21 21:41:03,22.566817591541827,14,0.23333333333333334
2025-10-21 21:42:03,22.624200313469597,15,0.25
2025-10-21 21:43:03,22.709922961918277,16,0.26666666666666666
2025-10-21 21:44:03,22.817190225802523,17,0.2833333333333333
2025-10-21 21:45:03,22.941915173025617,18,0.3
2025-10-21 21:46:03,23.078108970861493,19,0.31666666666666665
2025-10-21 21:47:03,23.22096831148195,20,0.3333333333333333
2025-10-21 21:48:03,23.364596345488742,21,0.35
2025-10-21 21:49:03,23.504587447619635,22,0.36666666666666664
2025-10-21 21:50:03,23.634655292601366,23,0.38333333333333336
2025-10-21 21:51:03,23.75090307001106,24,0.4
2025-10-21 21:52:03,23.84482591245333,25,0.4166666666666667
2025-10-21 21:53:03,23.916728835275432,26,0.43333333333333335
2025-10-21 21:54:03,23.972282661928826,27,0.45
2025-10-21 21:55:03,24.011726070342192,28,0.4666666666666667
2025-10-21 21:56:03,24.03648565696027,29,0.48333333333333334
2025-10-21 21:57:03,24.0482649940476,30,0.5
2025-10-21 21:58:03,24.048673276922724,31,0.5166666666666667
2025-10-21 21:59:03,24.039655491342515,32,0.5333333333333333
2025-10-21 22:00:03,24.022982230881,33,0.55
2025-10-21 22:01:03,24.000487007076217,34,0.5666666666666667
2025-10-21 22:02:03,23.973835094301577,35,0.5833333333333334
2025-10-21 22:03:03,23.944586447729876,36,0.6
2025-10-21 22:04:03,23.914122527005585,37,0.6166666666666667
2025-10-21 22:05:03,23.883650399590337,38,0.6333333333333333
2025-10-21 22:06:03,23.854185643490094,39,0.65
2025-10-21 22:07:03,23.826549611691497,40,0.6666666666666666
2025-10-21 22:08:03,23.801383793871036,41,0.6833333333333333
2025-10-21 22:09:03,23.77914571304958,42,0.7
2025-10-21 22:10:03,23.76012739064703,43,0.7166666666666667
2025-10-21 22:11:03,23.744475863209694,44,0.7333333333333333
2025-10-21 22:12:03,23.73220070521036,45,0.75
2025-10-21 22:13:03,23.723195229666583,46,0.7666666666666667
2025-10-21 22:14:03,23.717261108213567,47,0.7833333333333333
2025-10-21 22:15:03,23.714122732813326,48,0.8
2025-10-21 22:16:03,23.713446364700264,49,0.8166666666666667
2025-10-21 22:17:03,23.71485928332674,50,0.8333333333333334
2025-10-21 22:18:03,23.71798671647237,51,0.85
2025-10-21 22:19:03,23.72245867915317,52,0.8666666666666667
2025-10-21 22:20:03,23.727915444748838,53,0.8833333333333333
2025-10-21 22:21:03,23.734025326166524,54,0.9
2025-10-21 22:22:03,23.740484675840808,55,0.9166666666666666
2025-10-21 22:23:03,23.747024040751924,56,0.9333333333333333
2025-10-21 22:24:03,23.75341636911672,57,0.95
2025-10-21 22:25:03,23.759474958715924,58,0.9666666666666667
2025-10-21 22:26:03,23.765053456894126,59,0.9833333333333333
2025-10-21 22:27:03,23.770045176668884,60,1.0
2025-10-21 22:28:03,23.774381045057975,61,1.0166666666666666
2025-10-21 22:29:03,23.778024815843,62,1.0333333333333334
2025-10-21 22:30:03,23.78097238567849,63,1.05
2025-10-21 22:31:03,23.783238116273605,64,1.0666666666666667
2025-10-21 22:32:03,23.784865092755883,65,1.0833333333333333
2025-10-21 22:33:03,23.785904606943806,66,1.1
2025-10-21 22:34:03,23.786426415710505,67,1.1166666666666667
2025-10-21 22:35:03,23.786500275929118,68,1.1333333333333333
2025-10-21 22:36:03,23.786204151163744,69,1.15
2025-10-21 22:37:03,23.785616004978472,70,1.1666666666666667
2025-10-21 22:38:03,23.784810381482835,71,1.1833333333333333
2025-10-21 22:39:03,23.783856353659054,72,1.2
2025-10-21 22:40:03,23.782821626707523,73,1.2166666666666666
2025-10-21 22:41:03,23.781760228010384,74,1.2333333333333334
2025-10-21 22:42:03,23.78072002993155,75,1.25
2025-10-21 22:43:03,23.779743433707637,76,1.2666666666666666
2025-10-21 22:44:03,23.77885916275699,77,1.2833333333333334
2025-10-21 22:45:03,23.77809320493431,78,1.3
2025-10-21 22:46:03,23.777461289730603,79,1.3166666666666667
2025-10-21 22:47:03,23.77697162383682,80,1.3333333333333333
2025-10-21 22:48:03,23.7766262589257,81,1.35
2025-10-21 22:49:03,23.77642109165177,82,1.3666666666666667
2025-10-21 22:50:03,23.77635270256046,83,1.3833333333333333
2025-10-21 22:51:03,23.776407413833507,84,1.4
2025-10-21 22:52:03,23.77657291543448,85,1.4166666666666667
2025-10-21 22:53:03,23.776836897326938,86,1.4333333333333333
2025-10-21 22:54:03,23.777179526674402,87,1.45
2025-10-21 22:55:03,23.777587809549527,88,1.4666666666666666
2025-10-21 22:56:03,23.778047384243134,89,1.4833333333333334
2025-10-21 22:57:03,23.778541153482397,90,1.5
2025-10-21 22:58:03,23.779055439449053,91,1.5166666666666666
2025-10-21 22:59:03,23.77957929988849,92,1.5333333333333334
2025-10-21 23:00:03,23.780103844218843,93,1.55
2025-10-21 23:01:03,23.780618814076412,94,1.5666666666666667
2025-10-21 23:02:03,23.781115318879326,95,1.5833333333333333
2025-10-21 23:03:03,23.78159267473667,96,1.6
2025-10-21 23:04:03,23.78204335884841,97,1.6166666666666667
2025-10-21 23:05:03,23.782466687323623,98,1.6333333333333333
2025-10-21 23:06:03,23.782863344053222,99,1.65
2025-10-21 23:07:03,23.78323059347356,100,1.6666666666666667
2025-10-21 23:08:03,23.783573222821026,101,1.6833333333333333
2025-10-21 23:09:03,23.78389054820471,102,1.7
2025-10-21 23:10:03,23.784185305188256,103,1.7166666666666666
2025-10-21 23:11:03,23.78446159711715,104,1.7333333333333334
2025-10-21 23:12:03,23.78472147566413,105,1.75
2025-10-21 23:13:03,23.784969044174677,106,1.7666666666666666
2025-10-21 23:14:03,23.785206354321524,107,1.7833333333333334
2025-10-21 23:15:03,23.785436141668328,108,1.8
2025-10-21 23:16:03,23.785664561233304,109,1.8166666666666667
2025-10-21 23:17:03,23.785889561343716,110,1.8333333333333333
2025-10-21 23:18:03,23.786116613126868,111,1.85
2025-10-21 23:19:03,23.786346400473672,112,1.8666666666666667
2025-10-21 23:20:03,23.786578239493213,113,1.8833333333333333
2025-10-21 23:21:03,23.7868176013128,114,1.9
2025-10-21 23:22:03,23.787062434259692,115,1.9166666666666667
2025-10-21 23:23:03,23.78731479000663,116,1.9333333333333333
2025-10-21 23:24:03,23.78757261688087,117,1.95
2025-10-21 23:25:03,23.787837966555152,118,1.9666666666666666
2025-10-21 23:26:03,23.788108787356745,119,1.9833333333333334
2025-10-21 23:27:03,23.788387130958377,120,2.0
2025-10-21 23:28:03,23.788670261796405,121,2.0166666666666666
2025-10-21 23:29:03,23.788958863761735,122,2.033333333333333
2025-10-21 23:30:03,23.789252252963458,123,2.05
2025-10-21 23:31:03,23.789549061619745,124,2.066666666666667
2025-10-21 23:32:03,23.789849289730597,125,2.0833333333333335
2025-10-21 23:33:03,23.790152253405104,126,2.1
2025-10-21 23:34:03,23.79045726875235,127,2.1166666666666667
2025-10-21 23:35:03,23.790762967990506,128,2.1333333333333333
2025-10-21 23:36:03,23.791069351119578,129,2.15
2025-10-21 23:37:03,23.791377785921387,130,2.1666666666666665
2025-10-21 23:38:03,23.791684852941373,131,2.183333333333333
2025-10-21 23:39:03,23.79199260385227,132,2.2
2025-10-21 23:40:03,23.792300354763167,133,2.216666666666667
2025-10-21 23:41:03,23.792606054001325,134,2.2333333333333334
2025-10-21 23:42:03,23.792913804912224,135,2.25
2025-10-21 23:43:03,23.793219504150382,136,2.2666666666666666
2025-10-21 23:44:03,23.793524519497627,137,2.283333333333333
2025-10-21 23:45:03,23.793828850953957,138,2.3
2025-10-21 23:46:03,23.79413455019212,139,2.316666666666667
2025-10-21 23:47:03,23.79443888164845,140,2.3333333333333335
2025-10-21 23:48:03,23.79474321310478,141,2.35
2025-10-21 23:49:03,23.795047544561115,142,2.3666666666666667
2025-10-21 23:50:03,23.795351876017445,143,2.3833333333333333
2025-10-21 23:51:03,23.795656207473776,144,2.4
2025-10-21 23:52:03,23.795961906711934,145,2.4166666666666665
2025-10-21 23:53:03,23.796266922059182,146,2.433333333333333
2025-10-21 23:54:03,23.796573305188254,147,2.45
2025-10-21 23:55:03,23.79687900442641,148,2.466666666666667
2025-10-21 23:56:03,23.797186071446394,149,2.4833333333333334
